"","x"
"cg20631180",505893
"cg05401880",505895
"cg09351747",505896
"cg22840573",505898
"cg01236465",505899
"cg16286597",505900
"cg02720566",505911
"cg26152923",505956
"cg07533630",505958
"cg01485548",505959
"cg21082271",505966
"cg15234155",505967
"cg04570735",505982
"cg18816098",505983
"cg17801983",505985
"cg20119148",505996
"cg24577191",505999
"cg06484360",506060
"cg25460262",506088
"cg08674238",506100
"cg01135380",506101
"cg11102782",506116
"cg17327990",506117
"cg21499869",506147
"cg12445258",506183
"cg15874926",506188
"cg14865907",506193
"cg22654626",506202
"cg11668399",506215
"cg15136870",506216
"cg00575127",506217
"cg21464573",506218
"cg15795255",506220
"cg18917853",506221
"cg00182149",506233
"cg08758345",506245
"cg12045676",506265
"cg16673477",506274
"cg23461216",506322
"cg02624809",506326
"cg02293410",506327
"cg02146857",506328
"cg07856714",506329
"cg15784332",506330
"cg15986030",506331
"cg11299264",506343
"cg18234352",506371
"cg25513635",506378
"cg18780259",506386
"cg00773902",506387
"cg10556682",506388
"cg02592062",506427
"cg03107123",506445
"cg22145172",506475
"cg17947936",506506
"cg08181476",506551
"cg26856607",506553
"cg02028332",506558
"cg14128641",506583
"cg21131022",506584
"cg03719032",506590
"cg15614917",506601
"cg12572274",506641
"cg03522374",506649
"cg26631329",506650
"cg06554062",506657
"cg05425909",506660
"cg19498796",506685
"cg11629107",506689
"cg07235635",506690
"cg04030992",506709
"cg25352836",506735
"cg01081069",506762
"cg23479742",506771
"cg19694349",506858
"cg10784928",506885
"cg23692620",506886
"cg19338212",506890
"cg24103195",506920
"cg22662233",506944
"cg20987579",506945
"cg00702341",506957
"cg08101139",506958
"cg26494225",506978
"cg20479068",506979
"cg11713803",507013
"cg27291304",507021
"cg20662725",507026
"cg24175803",507027
"cg08837627",507053
"cg04330683",507054
"cg00714740",507055
"cg07687181",507057
"cg16105687",507067
"cg22640819",507083
"cg24911113",507099
"cg14654613",507100
"cg14169201",507101
"cg19355079",507113
"cg27105390",507114
"cg01121554",507115
"cg02350677",507116
"cg12744311",507127
"cg14178506",507136
"cg03091331",507142
"cg09152619",507148
"cg22580999",507216
"cg22651712",507267
"cg05892568",507366
"cg02012703",507367
"cg04711162",507368
"cg07955752",507369
"cg20695433",507370
"cg22143289",507371
"cg13866200",507450
"cg05086639",507468
"cg24083646",507472
"cg12100781",507474
"cg10882385",507478
"cg10230673",507483
"cg17156767",507484
"cg05026135",507569
"cg13790618",507570
"cg04388989",507571
"cg08854397",507572
"cg05804948",507573
"cg14761773",507671
"cg19567836",507712
"cg23829076",507743
"cg08970226",507749
"cg09253179",507750
"cg04603391",507751
"cg15638414",507753
"cg11035796",507830
"cg20508274",507874
"cg01442620",507893
"cg18107893",507897
"cg15618049",507955
"cg18037230",507961
"cg16174234",507962
"cg03563238",507978
"cg14340070",507986
"cg25003987",508001
"cg12583782",508030
"cg18031850",508057
"cg18336281",508061
"cg00910067",508062
"cg07738330",508094
"cg02493939",508104
"cg09411366",508173
"cg06546607",508174
"cg04514644",508208
"cg06399302",508210
"cg19541912",508235
"cg15688551",508236
"cg03770290",508237
"cg27198485",508238
"cg22335692",508260
"cg11139633",508275
"cg26149738",508279
"cg16715953",508304
"cg23325673",508306
"cg22752052",508307
"cg02402024",508308
"cg10452522",508333
"cg26986236",508388
"cg23959919",508389
"cg07913310",508390
"cg07843120",508391
"cg25450482",508400
"cg24931092",508407
"cg15522844",508419
"cg06551476",508436
"cg00026570",508438
"cg07096032",508475
"cg26563932",508487
"cg17611193",508519
"cg16475416",508550
"cg02495670",508570
"cg02017041",508571
"cg24715735",508582
"cg06672753",508585
"cg11412364",508630
"cg03356490",508631
"cg11620066",508651
"cg10830496",508682
"cg25376238",508688
"cg23530448",508703
"cg05825523",508713
"cg12287945",508722
"cg19148919",508739
"cg18149657",508740
"cg23677000",508741
"cg11902728",508758
"cg17096126",508759
"cg10931539",508781
"cg15001615",508789
"cg19977428",508791
"cg15817481",508893
"cg26157149",508894
"cg24738497",508905
"cg01611622",508917
"cg15053022",508945
"cg23368787",508946
"cg17180443",508947
"cg06488198",508961
"cg08260754",508967
"cg04376747",508977
"cg18460175",508990
"cg21919809",508991
"cg07669147",508994
"cg25475056",508995
"cg21289919",509015
"cg10431658",509016
"cg06714580",509025
"cg02289689",509069
"cg00286125",509080
"cg24673765",509081
"cg10790747",509083
"cg20655980",509120
"cg01186457",509126
"cg11214555",509127
"cg19537317",509128
"cg20231769",509141
"cg07646999",509151
"cg10070112",509152
"cg03363633",509177
"cg11841181",509186
"cg22388218",509207
"cg20546331",509212
"cg17110586",509215
"cg19402395",509218
"cg20798824",509220
"cg06380553",509224
"cg21647257",509260
"cg23285320",509272
"cg08639121",509307
"cg04469880",509343
"cg15148683",509344
"cg04064185",509360
"cg25378939",509382
"cg13383153",509390
"cg16658737",509403
"cg22517995",509408
"cg06577293",509409
"cg20440041",509410
"cg09857149",509426
"cg09984370",509427
"cg18539891",509434
"cg25772438",509442
"cg25521047",509446
"cg17769463",509447
"cg21117780",509461
"cg16833778",509468
"cg25666489",509476
"cg17431052",509496
"cg23397578",509497
"cg24834889",509510
"cg05218976",509538
"cg27389185",509568
"cg09846076",509569
"cg15415136",509570
"cg03975694",509571
"cg10701051",509595
"cg23405218",509596
"cg10786744",509599
"cg16210156",509600
"cg08792885",509601
"cg00578032",509621
"cg15801340",509630
"cg17459536",509645
"cg07664651",509648
"cg07894214",509649
"cg19083766",509675
"cg02861507",509680
"cg08057062",509776
"cg17252697",509793
"cg17344048",509794
"cg11708454",509820
"cg24900663",509834
"cg24968336",509835
"cg16525281",509836
"cg05841440",509837
"cg13521973",509838
"cg10544205",509877
"cg08999981",509878
"cg24183484",509879
"cg05923184",509880
"cg15215681",509882
"cg23874437",509888
"cg11435841",509899
"cg23072008",509908
"cg05304622",509918
"cg06592791",509919
"cg02452418",510001
"cg15648715",510032
"cg00233307",510033
"cg03315866",510046
"cg24164702",510090
"cg14671004",510091
"cg04410715",510113
"cg00747152",510140
"cg13624602",510146
"cg18578263",510152
"cg10789824",510153
"cg15015917",510183
"cg04948230",510184
"cg18978232",510186
"cg07460645",510197
"cg24773253",510198
"cg11896587",510206
"cg15931823",510218
"cg06244497",510219
"cg10443717",510220
"cg22832883",510235
"cg08404221",510236
"cg06957349",510237
"cg19767709",510238
"cg24068229",510239
"cg18481683",510250
"cg09917488",510273
"cg08208460",510309
"cg19917856",510310
"cg00880452",510319
"cg07868041",510329
"cg18784500",510330
"cg19555264",510349
"cg10918735",510350
"cg21161766",510351
"cg05607401",510388
"cg10070151",510410
"cg09248266",510413
"cg06580800",510427
"cg10092241",510466
"cg18097850",510467
"cg08620606",510468
"cg21342437",510469
"cg04614760",510475
"cg02680546",510484
"cg23296791",510522
"cg00152085",510539
"cg06528584",510548
"cg17701336",510563
"cg04503240",510638
"cg00348763",510640
"cg12456286",510641
"cg07936856",510669
"cg08375754",510670
"cg03945604",510671
"cg11866303",510685
"cg25406779",510686
"cg24354624",510687
"cg03297013",510755
"cg24325816",510780
"cg09313485",510839
"cg00540558",510853
"cg26279366",510862
"cg17091652",510869
"cg06663644",510871
"cg07515422",510877
"cg25237016",510888
"cg05764628",510889
"cg26147746",510897
"cg25819026",510907
"cg08808904",510908
"cg09381003",510919
"cg22960135",510920
"cg10146402",510937
"cg08397927",510938
"cg09006386",510939
"cg26441372",510945
"cg22488018",510962
"cg06905970",510992
"cg05508168",511008
"cg20611850",511023
"cg23012937",511032
"cg10585486",511033
"cg15340312",511034
"cg22030032",511040
"cg27141871",511044
"cg17693865",511114
"cg21480043",511115
"cg25520249",511116
"cg03247049",511127
"cg03047121",511145
"cg10457768",511183
"cg21598517",511196
"cg17831002",511205
"cg12946214",511206
"cg08676425",511207
"cg16150105",511208
"cg08136809",511209
"cg10207219",511266
"cg19907782",511271
"cg06729803",511276
"cg11700806",511277
"cg20838931",511308
"cg13032770",511329
"cg01922757",511370
"cg09970481",511375
"cg24703661",511380
"cg27572074",511404
"cg02234936",511405
"cg16700658",511417
"cg18031270",511424
"cg04319276",511425
"cg27240314",511453
"cg09864457",511457
"cg11584690",511496
"cg07304986",511568
"cg12494180",511569
"cg25694397",511570
"cg27309858",511571
"cg07584558",511578
"cg26836479",511580
"cg06323433",511591
"cg03816616",511592
"cg08678898",511615
"cg13008315",511633
"cg04739228",511646
"cg18760752",511647
"cg12212706",511662
"cg00330170",511673
"cg08393170",511717
"cg22036813",511729
"cg24405702",511746
"cg11443656",511747
"cg10329764",511789
"cg22210568",511816
"cg17863551",511853
"cg02479979",511891
"cg19421607",511894
"cg04311134",511899
"cg02247591",511914
"cg25999015",511940
"cg18840832",511958
"cg26354599",511966
"cg25857194",511967
"cg13331136",511975
"cg07141702",511976
"cg11138739",512005
"cg19142740",512006
"cg26999833",512021
"cg20445035",512023
"cg24399430",512031
"cg15977816",512081
"cg11519583",512090
"cg11898486",512108
"cg02631462",512109
"cg12768605",512110
"cg02567691",512113
"cg06574716",512120
"cg22278056",512139
"cg19791813",512163
"cg18654305",512169
"cg01396855",512175
"cg21194911",512192
"cg05531918",512210
"cg09030119",512238
"cg19311218",512246
"cg01396723",512299
"cg04015004",512308
"cg10052860",512323
"cg15877196",512363
"cg03897101",512384
"cg04434147",512394
"cg23031103",512401
"cg08054038",512429
"cg21549639",512439
"cg12271581",512440
"cg26190885",512447
"cg18768621",512448
"cg19514613",512449
"cg09341352",512493
"cg19417129",512494
"cg06716283",512515
"cg24223782",512543
"cg23241201",512564
"cg05425114",512586
"cg18585988",512608
"cg21574675",512609
"cg00814580",512632
"cg01405662",512636
"cg25293896",512643
"cg17786468",512734
"cg07617866",512757
"cg06245154",512758
"cg17380238",512769
"cg07924081",512774
"cg08512167",512777
"cg19426388",512778
"cg03554552",512783
"cg26047186",512784
"cg15573783",512790
"cg08841952",512791
"cg23305678",512794
"cg04728310",512799
"cg23195373",512807
"cg02360514",512815
"cg00314427",512816
"cg03239386",512831
"cg06520812",512832
"cg22569340",512833
"cg03213216",512836
"cg06579875",512837
"cg09433135",512838
"cg07068062",512839
"cg15485670",512845
"cg22144875",512852
"cg26958124",512853
"cg07718810",512870
"cg07317468",512871
"cg00548633",512883
"cg27512570",512894
"cg09545123",512913
"cg25277950",512915
"cg10368735",512922
"cg14377981",512923
"cg02837428",512924
"cg19669781",512931
"cg03879902",512940
"cg27657862",512941
"cg11969389",512979
"cg23477093",512980
"cg03292617",513010
"cg18213911",513017
"cg23382356",513043
"cg04379348",513047
"cg07723659",513048
"cg09226262",513049
"cg05098732",513060
"cg24769879",513129
"cg03095118",513130
"cg12215528",513148
"cg08682981",513149
"cg16109323",513168
"cg08628904",513175
"cg09977703",513259
"cg26995819",513279
"cg25987744",513289
"cg03576469",513292
"cg15023922",513297
"cg26466157",513301
"cg14750269",513311
"cg16167052",513313
"cg22928750",513314
"cg25749306",513315
"cg23716779",513318
"cg04255201",513319
"cg25807349",513334
"cg19522093",513335
"cg02886477",513369
"cg20910637",513370
"cg03116238",513371
"cg00426968",513372
"cg15602972",513378
"cg17862667",513391
"cg14921169",513392
"cg13741406",513415
"cg11248845",513430
"cg26014699",513465
"cg21766592",513470
"cg11645155",513471
"cg10238539",513478
"cg19793862",513486
"cg24290983",513506
"cg00961679",513543
"cg12211285",513571
"cg11766295",513572
"cg05534444",513573
"cg11235259",513574
"cg26482905",513576
"cg24696028",513627
"cg18054578",513630
"cg26502594",513645
"cg14644657",513646
"cg23837253",513647
"cg07881400",513668
"cg10224107",513674
"cg08075174",513684
"cg10451565",513697
"cg07982208",513698
"cg26502429",513747
"cg08810007",513748
"cg17027233",513749
"cg04156607",513750
"cg17435307",513751
"cg23048399",513754
"cg05027597",513757
"cg23600284",513758
"cg06399135",513764
"cg01330060",513772
"cg14539461",513782
"cg02119866",513811
"cg07927755",513844
"cg19474559",513886
"cg26036443",513890
"cg16934651",513898
"cg04753786",513934
"cg23384886",513935
"cg12540689",513940
"cg26661974",513955
"cg11289620",513982
"cg14870990",513991
"cg21286428",514134
"cg13633756",514138
"cg23344780",514139
"cg17932394",514151
"cg18678185",514160
"cg11953334",514165
"cg05173782",514166
"cg17175041",514170
"cg16875863",514190
"cg14494868",514238
"cg13996617",514256
"cg00866814",514262
"cg22868034",514296
"cg12253200",514333
"cg15679064",514345
"cg13670615",514347
"cg25506288",514400
"cg16652769",514435
"cg23082877",514436
"cg05432996",514438
"cg18537730",514448
"cg21978618",514483
"cg19024700",514500
"cg25253419",514532
"cg14040796",514533
"cg02275713",514534
"cg01184600",514561
"cg02664162",514568
"cg13977597",514610
"cg01377911",514611
"cg27288047",514612
"cg25485913",514615
"cg05230567",514618
"cg11637076",514619
"cg26450866",514621
"cg05484920",514629
"cg15163247",514649
"cg02356872",514650
"cg04113418",514673
"cg14739792",514676
"cg17430167",514678
"cg24375085",514728
"cg20696080",514769
"cg16442820",514770
"cg19299739",514771
"cg22750364",514772
"cg27024876",514773
"cg21589115",514774
"cg03100209",514791
"cg08567644",514794
"cg05248581",514795
"cg00386456",514796
"cg14060828",514797
"cg23996617",514800
"cg08340482",514803
"cg09382361",514806
"cg25698615",514807
"cg24702328",514808
"cg18059320",514809
"cg11390388",514810
"cg01973804",514811
"cg15141005",514814
"cg02881274",514820
"cg15164708",514821
"cg17789138",514822
"cg14767950",514827
"cg00392377",514828
"cg20152891",514834
"cg04378167",514835
"cg16829998",514836
"cg03199887",514861
"cg21067745",514865
"cg22015691",514866
"cg19426731",514874
"cg15994896",514893
"cg18374625",514896
"cg15869128",514908
"cg16332732",514909
"cg19340420",514923
"cg08097359",514940
"cg00509136",514986
"cg08547432",514987
"cg10543682",514988
"cg23891596",515008
"cg22148138",515014
"cg20727114",515046
"cg04406020",515089
"cg12199360",515113
"cg11792096",515156
"cg09767736",515175
"cg19397953",515176
"cg20983032",515206
"cg26752701",515236
"cg27397787",515247
"cg09697795",515260
"cg08188330",515261
"cg01857260",515262
"cg03344031",515273
"cg06553312",515275
"cg03182113",515276
"cg23973393",515277
"cg10639981",515306
"cg07864546",515336
"cg21328810",515340
"cg03213352",515341
"cg17838026",515342
"cg24989680",515343
"cg13670833",515344
"cg13379419",515345
"cg07919466",515346
"cg25482411",515347
"cg18408676",515348
"cg06481825",515357
"cg06354985",515380
"cg19063397",515381
"cg21007783",515398
"cg22268231",515399
"cg22652782",515408
"cg18559348",515409
"cg14822303",515420
"cg08862061",515430
"cg26747301",515431
"cg05825702",515499
"cg14684296",515500
"cg01557648",515532
"cg07951301",515533
"cg09612908",515534
"cg17826344",515558
"cg13536522",515559
"cg04005969",515563
"cg10286380",515564
"cg18411150",515565
"cg18117347",515577
"cg15805568",515578
"cg02293228",515603
"cg13152535",515612
"cg07546916",515618
"cg26171469",515661
"cg06996831",515662
"cg08510205",515668
"cg02003184",515670
"cg06728166",515694
"cg19010054",515739
"cg01518593",515741
"cg06707544",515794
"cg19953406",515799
"cg09226684",515828
"cg26607203",515829
"cg11846956",515830
"cg11170179",515831
"cg18781966",515832
"cg23168040",515833
"cg18340564",515875
"cg22918012",515879
"cg16053580",515880
"cg05294243",515881
"cg01952724",515913
"cg00365692",515939
"cg10129493",515959
"cg16980637",515981
"cg06667574",515991
"cg16511225",516049
"cg16242299",516050
"cg19851968",516053
"cg01819558",516059
"cg04567631",516060
"cg02381385",516081
"cg20645600",516097
"cg15169007",516099
"cg25028162",516127
"cg02476580",516139
"cg08065657",516167
"cg10807260",516172
"cg16052198",516196
"cg06878361",516225
"cg09547119",516227
"cg02429669",516236
"cg04645914",516243
"cg21549195",516244
"cg02969578",516259
"cg17859835",516260
"cg26929337",516261
"cg14256102",516262
"cg02347427",516265
"cg13540795",516267
"cg00231521",516284
"cg10109605",516291
"cg21583054",516333
"cg20100022",516334
"cg17271561",516343
"cg16285786",516355
"cg03478398",516367
"cg16601569",516368
"cg12665460",516388
"cg08681855",516390
"cg06672469",516391
"cg05387815",516396
"cg15235999",516397
"cg12157673",516398
"cg11330104",516400
"cg10772022",516402
"cg10779588",516403
"cg10458142",516406
"cg16876058",516412
"cg20685139",516443
"cg23843019",516463
"cg06305048",516465
"cg04059773",516488
"cg11910287",516489
"cg05890785",516549
"cg14713139",516550
"cg18309140",516586
"cg10851698",516590
"cg25504654",516591
"cg25866075",516792
"cg02020911",516805
"cg05683781",516808
"cg18844210",516811
"cg24374740",516812
"cg04518808",516824
"cg08419827",516826
"cg03657031",516827
"cg21950287",516828
"cg26626089",516829
"cg00868523",516831
"cg14583825",516835
"cg19809667",516842
"cg02849693",516843
"cg10772621",516850
"cg16708451",516851
"cg21477176",516868
"cg02506072",516870
"cg23752563",516874
"cg01666793",516886
"cg21154793",516895
"cg17783317",516922
"cg02709390",516932
"cg05006449",516941
"cg00121209",516952
"cg14889079",516953
"cg22710065",517006
"cg00816880",517010
"cg06850962",517011
"cg00864768",517022
"cg11680855",517023
"cg15680557",517030
"cg05293670",517053
"cg24260917",517054
"cg20034834",517063
"cg23034631",517081
"cg12338956",517083
"cg12836902",517127
"cg03620376",517150
"cg09227563",517151
"cg07875569",517159
"cg00227154",517168
"cg16164115",517209
"cg03372852",517232
"cg14928510",517293
"cg11357008",517294
"cg01284592",517307
"cg02592727",517352
"cg17054951",517357
"cg23953052",517366
"cg07687554",517370
"cg14904380",517402
"cg09256310",517403
"cg12114735",517419
"cg23956238",517428
"cg04036462",517442
"cg23912234",517460
"cg06630869",517494
"cg00383598",517502
"cg11510892",517503
"cg08088161",517505
"cg26003721",517524
"cg10392613",517548
"cg18088300",517557
"cg16540897",517558
"cg01956717",517574
"cg22062554",517575
"cg15744492",517596
"cg19513868",517615
"cg24724506",517644
"cg19384825",517648
"cg26209516",517690
"cg06828077",517691
"cg02944857",517759
"cg26751469",517779
"cg23608997",517813
"cg15456206",517814
"cg08489315",517815
"cg12582959",517826
"cg08181534",517848
"cg14283480",517849
"cg06942685",518076
"cg24039631",518079
"cg04783231",518104
"cg19092168",518126
"cg02940165",518127
"cg14627089",518128
"cg22563535",518133
"cg15808426",518134
"cg26163578",518136
"cg19526659",518137
"cg03044603",518150
"cg00548552",518151
"cg06585566",518165
"cg26682068",518238
"cg06558502",518239
"cg06717850",518242
"cg12355110",518243
"cg27288226",518244
"cg10482096",518323
"cg19395056",518335
"cg21068576",518349
"cg24029072",518359
"cg23815462",518363
"cg23077461",518368
"cg10939112",518412
"cg06707978",518420
"cg12060744",518421
"cg24192482",518431
"cg13293188",518435
"cg27371091",518446
"cg10060939",518449
"cg26465391",518466
"cg03215105",518472
"cg08450404",518501
"cg01834697",518506
"cg16407776",518511
"cg25400396",518523
"cg11788523",518532
"cg21444693",518533
"cg18673377",518534
"cg18315638",518545
"cg06368093",518560
"cg04656321",518562
"cg10149225",518567
"cg14886059",518570
"cg25648436",518581
"cg00370414",518613
"cg14972743",518614
"cg07369950",518615
"cg24447095",518616
"cg20024221",518625
"cg10659886",518626
"cg18693673",518628
"cg16113200",518649
"cg01788672",518674
"cg18281016",518693
"cg05317207",518728
"cg01621168",518738
"cg17740632",518752
"cg06853142",518769
"cg18475747",518772
"cg12195135",518775
"cg02808233",518776
"cg00547077",518785
"cg11618529",518786
"cg24624056",518803
"cg00577109",518855
"cg18429685",518861
"cg16396417",518862
"cg03351307",518866
"cg23652859",518869
"cg25960834",518913
"cg09869279",518921
"cg10625705",518924
"cg08713365",518935
"cg09160216",518936
"cg21281259",518965
"cg14658867",518992
"cg07492518",518993
"cg16101954",519016
"cg00983437",519036
"cg18803306",519044
"cg16165797",519062
"cg18592561",519064
"cg18483289",519065
"cg06100238",519067
"cg06868622",519069
"cg11356706",519070
"cg22100821",519071
"cg03482682",519088
"cg17688971",519112
"cg10663983",519123
"cg08042538",519132
"cg23524741",519133
"cg05287314",519134
"cg01687401",519140
"cg14170976",519144
"cg09153897",519156
"cg15229481",519157
"cg04650271",519169
"cg00862894",519190
"cg03340715",519234
"cg25454039",519248
"cg00655376",519256
"cg20074395",519260
"cg06479032",519261
"cg05020775",519262
"cg00630020",519298
"cg26460685",519299
"cg24641773",519335
"cg27172866",519355
"cg10931627",519360
"cg07571344",519369
"cg00911370",519370
"cg07725579",519371
"cg08700798",519377
"cg05742461",519433
"cg08627981",519435
"cg26404172",519443
"cg14585242",519450
"cg10550882",519473
"cg05657236",519477
"cg22619104",519482
"cg19256731",519499
"cg11689419",519500
"cg04030690",519525
"cg09063661",519595
"cg11521799",519682
"cg22192692",519683
"cg13236659",519698
"cg07341624",519719
"cg15856275",519720
"cg25182418",519721
"cg23469025",519770
"cg09488450",519774
"cg23409488",519777
"cg01978937",519782
"cg26332061",519785
"cg24263062",519806
"cg23581541",519807
"cg16498409",519825
"cg06365303",519848
"cg00306090",519854
"cg06726390",519855
"cg04787211",519856
"cg00324693",519857
"cg10729317",519858
"cg13302369",519859
"cg17758496",519860
"cg06552958",519861
"cg20133923",519930
"cg16339225",519952
"cg07000438",519968
"cg22113807",519991
"cg02532213",520002
"cg16665041",520003
"cg13101865",520010
"cg06083669",520033
"cg14212634",520034
"cg05110133",520070
"cg07473881",520077
"cg02256403",520109
"cg24788194",520139
"cg04498270",520151
"cg14089692",520167
"cg11858114",520168
"cg06251395",520169
"cg02259914",520191
"cg14159818",520230
"cg08151292",520236
"cg05320183",520238
"cg24889744",520239
"cg04441987",520258
"cg12551567",520259
"cg00120897",520283
"cg10120683",520285
"cg26042725",520286
"cg09049660",520297
"cg23834525",520323
"cg21038957",520363
"cg22363971",520365
"cg21999991",520393
"cg19335245",520397
"cg19454317",520432
"cg03087372",520491
"cg24241057",520537
"cg23639179",520549
"cg27426591",520566
"cg10863075",520616
"cg27114120",520617
"cg20631003",520618
"cg19623717",520619
"cg16971889",520677
"cg04656451",520687
"cg13195254",520692
"cg07642638",520750
"cg23432201",520751
"cg06795559",520763
"cg14418835",520791
"cg12731671",520792
"cg03483267",520816
"cg05726342",520833
"cg10550147",520892
"cg00407901",520955
"cg03624135",521100
"cg11931762",521101
"cg04022137",521102
"cg19431296",521104
"cg12650655",521105
"cg01144286",521106
"cg10000090",521135
"cg08160253",521163
"cg14440295",521173
"cg09165639",521218
"cg02861178",521236
"cg16115388",521359
"cg11366886",521381
"cg05327260",521382
"cg03643760",521425
"cg23201781",521483
"cg11486745",521484
"cg01490828",521582
"cg03874229",521621
"cg23127998",521631
"cg01642503",521632
"cg20985852",521835
"cg06866240",521839
"cg01754082",521858
"cg27343616",521859
"cg06032090",521860
"cg16134686",521869
"cg23651728",521891
"cg18455653",521961
"cg11631557",522006
"cg07790318",522076
"cg04865264",522085
"cg06843631",522086
"cg15931411",522087
"cg16872106",522129
"cg14381002",522130
"cg16052202",522131
"cg23815422",522188
"cg25283199",522209
"cg21365364",522210
"cg00888479",522281
"cg15139637",522307
"cg13239301",522356
"cg24009731",522442
"cg23180891",522445
"cg11382945",522460
"cg22444911",522508
"cg03760809",522524
"cg22185100",522525
"cg06576732",522526
"cg03498096",522527
"cg00119117",522528
"cg14821518",522561
"cg09090484",522576
"cg17613729",522582
"cg04772319",522583
"cg14929496",522587
"cg04792330",522604
"cg25913495",522613
"cg10537421",522614
"cg15471501",522615
"cg09048500",522617
"cg15064599",522618
"cg02224946",522619
"cg17433004",522620
"cg26827893",522624
"cg22477045",522625
"cg20043466",522627
"cg00329237",522628
"cg25038932",522669
"cg24167567",522670
"cg26009124",522673
"cg04655510",522681
"cg14907598",522682
"cg23984929",522683
"cg08983248",522684
"cg18141888",522693
"cg01481159",522695
"cg03133868",522698
"cg16390060",522699
"cg06624291",522700
"cg11651285",522701
"cg09577115",522702
"cg08489883",522704
"cg01800521",522706
"cg08601357",522708
"cg15651860",522713
"cg20233389",522730
"cg25567594",522733
"cg07212852",522734
"cg19122389",522737
"cg15813051",522739
"cg04543233",522740
"cg20432507",522741
"cg16309876",522742
"cg22763649",522744
"cg19404433",522745
"cg17510278",522746
"cg10629004",522747
"cg17611686",522816
"cg16220923",522817
"cg01235473",522818
"cg06680481",522819
"cg08582485",522822
"cg10215507",522823
"cg20504791",522827
"cg25484990",522828
"cg11798857",522829
"cg09861917",522830
"cg17586860",522909
"cg23856468",522976
"cg23419718",522987
"cg01674982",523015
"cg01539186",523028
"cg11536858",523029
"cg01968512",523147
"cg22479299",523212
"cg22452236",523213
"cg24504569",523214
"cg10267724",523241
"cg18789515",523266
"cg06529528",523275
"cg01116137",523352
"cg14810385",523354
"cg08854316",523365
"cg02898293",523368
"cg00043788",523369
"cg03494837",523373
"cg08578207",523374
"cg12737228",523377
"cg00369024",523378
"cg07722523",523381
"cg05446860",523396
"cg18287962",523410
"cg03005831",523467
"cg20201458",523468
"cg05324368",523487
"cg09614389",523505
"cg17729667",523538
"cg14121845",523539
"cg03920442",523580
"cg01408508",523589
"cg18291941",523590
"cg15196028",523667
"cg15489979",523668
"cg18615051",523669
"cg02501463",523670
"cg06527124",523689
"cg15677825",523690
"cg00223010",523699
"cg05998233",523727
"cg01338255",523736
"cg08340755",523737
"cg07607355",523746
"cg10516975",523867
"cg03513363",523868
"cg07525576",523869
"cg01772014",523929
"cg21427956",523940
"cg19901260",523958
"cg24867524",524000
"cg25733882",524011
"cg04802826",524036
"cg21151769",524061
"cg17480224",524062
"cg11107783",524071
"cg12003921",524106
"cg12871687",524107
"cg26533892",524113
"cg24408488",524127
"cg17267880",524129
"cg08006263",524130
"cg19239937",524140
"cg01276970",524141
"cg04753107",524158
"cg15829728",524161
"cg17370927",524192
"cg18884368",524210
"cg21235334",524226
"cg14822011",524374
"cg17394186",524497
"cg09880345",524501
"cg19244583",524514
"cg00478435",524568
"cg15056412",524576
"cg10704770",524586
"cg17908846",524606
"cg17627967",524607
"cg21113841",524627
"cg13441610",524676
"cg02605461",524678
"cg26794191",524697
"cg16661628",524744
"cg05668121",524765
"cg12757310",524782
"cg24443099",524788
"cg01653278",524818
"cg04270048",524875
"cg12302830",524876
"cg26017449",524891
"cg13271228",524896
"cg09500328",524897
"cg11962201",525015
"cg17843510",525029
"cg04838987",525032
"cg03912614",525033
"cg27278017",525043
"cg09624381",525057
"cg15270813",525059
"cg04179940",525087
"cg11789595",525088
"cg00095493",525194
"cg11898209",525220
"cg10715311",525264
"cg06872683",525285
"cg24766848",525326
"cg19245686",525339
"cg17942328",525340
"cg05687378",525356
"cg12681129",525363
"cg11368341",525397
"cg23317859",525430
"cg20355257",525462
"cg16016641",525469
"cg23945168",525489
"cg00172672",525495
"cg20648272",525562
"cg20443635",525624
"cg11263351",525625
"cg12556134",525626
"cg17675882",525672
"cg16144843",525756
"cg09621032",525757
"cg03192867",525776
"cg22583967",525787
"cg21720679",525797
"cg18016202",525823
"cg04925604",525872
"cg07474022",525901
"cg06700347",526038
"cg11703632",526044
"cg05621191",526102
"cg27507681",526136
"cg09969478",526142
"cg18179663",526176
"cg04025257",526260
"cg02019922",526290
"cg03474903",526291
"cg02379107",526292
"cg24229276",526307
"cg24832950",526318
"cg27052582",526370
"cg00615913",526371
"cg05890898",526387
"cg03356734",526428
"cg06301550",526429
"cg00689316",526452
"cg26472441",526454
"cg08475379",526455
"cg00071360",526462
"cg10737118",526463
"cg01650904",526464
"cg12451099",526466
"cg05936441",526467
"cg24502342",526468
"cg06925704",526473
"cg03563630",526484
"cg03752903",526512
"cg27660920",526535
"cg19714950",526672
"cg23401282",526696
"cg20208133",526725
"cg26585091",526726
"cg01931919",526727
"cg12902062",526731
"cg02497758",526732
"cg00965748",526734
"cg11806178",526735
"cg00109703",526736
"cg00453938",526737
"cg11839291",526738
"cg08754339",526767
"cg06493829",526813
"cg24899577",526814
"cg19927885",526879
"cg22846611",526880
"cg18938204",526907
"cg07609788",526908
"cg26914373",526910
"cg21184415",526911
"cg07577569",526961
"cg22903773",526962
"cg24139298",527020
"cg20370981",527032
"cg23357198",527067
"cg04541293",527068
